FBgn0261983	Bger_01352
FBgn0003317	Bger_01537
FBgn0261606	Bger_14397
FBgn0053198	Bger_19024
FBgn0040754	Bger_05296
FBgn0039632	Bger_07822
FBgn0032726	Bger_13361
FBgn0035427	Bger_11178
FBgn0030616	Bger_23887
FBgn0040877	Bger_27464
FBgn0011584	Bger_06922
FBgn0035854	Bger_00247
FBgn0034521	Bger_01943
FBgn0036662	Bger_12224
FBgn0033650	Bger_25565
FBgn0051481	Bger_17179
FBgn0035625	Bger_20969
FBgn0026179	Bger_01248
FBgn0033226	Bger_23903
FBgn0030061	Bger_17203
FBgn0035720	Bger_14154
FBgn0035392	Bger_18988
FBgn0260855	Bger_05717
FBgn0036236	Bger_16422
FBgn0034391	Bger_06566
FBgn0038811	Bger_15812
FBgn0032338	Bger_10830
FBgn0014143	Bger_08908
FBgn0035788	Bger_17954
FBgn0085326	Bger_16326
FBgn0030734	Bger_14700
FBgn0262544	Bger_07426
FBgn0020496	Bger_25687
FBgn0031454	Bger_09627
FBgn0042712	Bger_12252
FBgn0037363	Bger_00056
FBgn0035043	Bger_21532
FBgn0035155	Bger_14265
FBgn0039479	Bger_09347
FBgn0052529	Bger_13650
FBgn0085491	Bger_10437
FBgn0028741	Bger_00310
FBgn0036770	Bger_10821
FBgn0259174	Bger_00449
FBgn0004914	Bger_07640
FBgn0000411	Bger_04629
FBgn0027930	Bger_09767
FBgn0036580	Bger_03673
FBgn0028540	Bger_19164
FBgn0052672	Bger_18647
FBgn0267336	Bger_11311
FBgn0259200	Bger_13780
FBgn0033919	Bger_24708
FBgn0037540	Bger_08626
FBgn0039280	Bger_23465
FBgn0015553	Bger_10656
FBgn0034368	Bger_18442
FBgn0260990	Bger_03481
FBgn0015789	Bger_23058
FBgn0261086	Bger_25281
FBgn0014417	Bger_03808
FBgn0010226	Bger_03348
FBgn0000711	Bger_02319
FBgn0263025	Bger_03590
FBgn0005596	Bger_01072
FBgn0031749	Bger_17405
FBgn0039908	Bger_13589
FBgn0037627	Bger_16417
FBgn0026077	Bger_07057
FBgn0040212	Bger_08689
FBgn0036369	Bger_19834
FBgn0036819	Bger_25519
FBgn0259704	Bger_10045
FBgn0266177	Bger_12698
FBgn0036342	Bger_18183
FBgn0036173	Bger_22613
FBgn0260635	Bger_01768
FBgn0031065	Bger_06441
FBgn0032136	Bger_08839
FBgn0083946	Bger_02536
FBgn0036381	Bger_03902
FBgn0014455	Bger_01991
FBgn0260229	Bger_23464
FBgn0039430	Bger_04395
FBgn0003464	Bger_17320
FBgn0034084	Bger_14486
FBgn0037181	Bger_04098
FBgn0038810	Bger_12333
FBgn0036910	Bger_09986
FBgn0035440	Bger_01184
FBgn0026679	Bger_05347
FBgn0033252	Bger_26730
FBgn0037081	Bger_18543
FBgn0037749	Bger_20902
FBgn0051211	Bger_13113
FBgn0033153	Bger_14514
FBgn0011476	Bger_12563
FBgn0024330	Bger_11421
FBgn0036227	Bger_24353
FBgn0027492	Bger_07755
FBgn0261387	Bger_20400
FBgn0044826	Bger_02749
FBgn0283467	Bger_18209
FBgn0033324	Bger_18744
FBgn0021906	Bger_22364
FBgn0030789	Bger_00953
FBgn0265274	Bger_11876
FBgn0085444	Bger_05320
FBgn0029706	Bger_12258
FBgn0029980	Bger_01780
FBgn0085437	Bger_07662
FBgn0038326	Bger_17365
FBgn0260642	Bger_28331
FBgn0259735	Bger_17774
FBgn0005586	Bger_13171
FBgn0030869	Bger_10370
FBgn0026402	Bger_19292
FBgn0032600	Bger_09064
FBgn0005636	Bger_24394
FBgn0021872	Bger_14493
FBgn0003339	Bger_21963
FBgn0011837	Bger_22629
FBgn0033052	Bger_03513
FBgn0034214	Bger_17639
FBgn0035889	Bger_23204
FBgn0039690	Bger_03483
FBgn0263198	Bger_00527
FBgn0051249	Bger_14860
FBgn0267828	Bger_19192
FBgn0036851	Bger_24193
FBgn0029843	Bger_13180
FBgn0003638	Bger_21672
FBgn0261268	Bger_20118
FBgn0031631	Bger_17139
FBgn0027535	Bger_15607
FBgn0039808	Bger_06213
FBgn0259927	Bger_21836
FBgn0033235	Bger_00825
FBgn0036143	Bger_26881
FBgn0038201	Bger_19897
FBgn0036773	Bger_12016
FBgn0026376	Bger_15479
FBgn0022764	Bger_12290
FBgn0037698	Bger_02614
FBgn0032230	Bger_10766
FBgn0003209	Bger_17617
FBgn0001235	Bger_05257
FBgn0083986	Bger_02363
FBgn0259676	Bger_02822
FBgn0035254	Bger_09996
FBgn0052311	Bger_12781
FBgn0263035	Bger_05148
FBgn0038047	Bger_03113
FBgn0028974	Bger_00009
FBgn0051992	Bger_14588
FBgn0031048	Bger_06429
FBgn0250789	Bger_21000
FBgn0051109	Bger_11721
FBgn0024360	Bger_10618
FBgn0031010	Bger_14532
FBgn0034009	Bger_20023
FBgn0036298	Bger_06051
FBgn0011771	Bger_02508
FBgn0034276	Bger_25788
FBgn0051121	Bger_21078
FBgn0029823	Bger_17665
FBgn0259938	Bger_23753
FBgn0032124	Bger_22175
FBgn0267911	Bger_01465
FBgn0041111	Bger_18905
FBgn0004622	Bger_24086
FBgn0035144	Bger_06065
FBgn0028509	Bger_20728
FBgn0033507	Bger_31097
FBgn0039427	Bger_20602
FBgn0261277	Bger_07569
FBgn0023094	Bger_22269
FBgn0020372	Bger_23705
FBgn0028646	Bger_26745
FBgn0261596	Bger_01050
FBgn0031426	Bger_04198
FBgn0033891	Bger_00748
FBgn0033716	Bger_01657
FBgn0250907	Bger_01400
FBgn0037901	Bger_04561
FBgn0086472	Bger_12869
FBgn0053998	Bger_21724
FBgn0027932	Bger_16299
FBgn0035088	Bger_06493
FBgn0033504	Bger_04936
FBgn0031977	Bger_19925
FBgn0037017	Bger_14502
FBgn0026083	Bger_08805
FBgn0032470	Bger_16927
FBgn0026059	Bger_11149
FBgn0032117	Bger_08631
FBgn0010280	Bger_12442
FBgn0028648	Bger_14241
FBgn0031781	Bger_17578
FBgn0051460	Bger_17631
FBgn0001147	Bger_05081
FBgn0023180	Bger_21736
FBgn0013953	Bger_14977
FBgn0030571	Bger_13248
FBgn0036698	Bger_21693
FBgn0002899	Bger_07170
FBgn0038452	Bger_11196
FBgn0034577	Bger_09169
FBgn0003410	Bger_26766
FBgn0260659	Bger_12899
FBgn0034191	Bger_13064
FBgn0031990	Bger_07975
FBgn0013810	Bger_00075
FBgn0050496	Bger_19832
FBgn0030058	Bger_05904
FBgn0058191	Bger_04663
FBgn0029798	Bger_20730
FBgn0033428	Bger_16218
FBgn0051038	Bger_11268
FBgn0037958	Bger_11255
FBgn0031573	Bger_07552
FBgn0037304	Bger_09771
FBgn0030674	Bger_14123
FBgn0038923	Bger_02673
FBgn0031449	Bger_17453
FBgn0034936	Bger_09813
FBgn0266672	Bger_02013
FBgn0038809	Bger_17375
FBgn0038642	Bger_10508
FBgn0051803	Bger_19972
FBgn0010288	Bger_11508
FBgn0030039	Bger_24999
FBgn0040372	Bger_08773
FBgn0030518	Bger_10121
FBgn0259228	Bger_03933
FBgn0010441	Bger_18970
FBgn0040340	Bger_04148
FBgn0267861	Bger_05309
FBgn0029948	Bger_05453
FBgn0022361	Bger_09267
FBgn0086348	Bger_06540
FBgn0263873	Bger_19906
FBgn0037630	Bger_23182
FBgn0035491	Bger_11266
FBgn0005640	Bger_06281
FBgn0035049	Bger_05812
FBgn0039804	Bger_19902
FBgn0035781	Bger_20822
FBgn0033038	Bger_03589
FBgn0030081	Bger_19058
FBgn0030170	Bger_16127
FBgn0037525	Bger_10694
FBgn0028473	Bger_01944
FBgn0266101	Bger_06462
FBgn0036581	Bger_03683
FBgn0086408	Bger_02463
FBgn0034049	Bger_01760
FBgn0011211	Bger_00476
FBgn0044328	Bger_25097
FBgn0037737	Bger_20648
FBgn0032775	Bger_20377
FBgn0085212	Bger_08708
FBgn0024184	Bger_17413
FBgn0032899	Bger_03033
FBgn0033628	Bger_20680
FBgn0030795	Bger_08126
FBgn0051865	Bger_16126
FBgn0033086	Bger_03212
FBgn0031310	Bger_23281
FBgn0038961	Bger_02817
FBgn0025809	Bger_22956
FBgn0283666	Bger_21831
FBgn0002607	Bger_21709
FBgn0264712	Bger_21190
FBgn0039911	Bger_24459
FBgn0039704	Bger_23955
FBgn0030242	Bger_00398
FBgn0261564	Bger_21955
FBgn0034259	Bger_17013
FBgn0035025	Bger_17509
FBgn0034911	Bger_12410
FBgn0000117	Bger_25799
FBgn0263456	Bger_19417
FBgn0261938	Bger_13214
FBgn0035505	Bger_27529
FBgn0028984	Bger_02170
FBgn0259113	Bger_09557
FBgn0029503	Bger_18125
FBgn0039244	Bger_23893
FBgn0003008	Bger_19946
FBgn0030808	Bger_16872
FBgn0034817	Bger_16928
FBgn0034692	Bger_10735
FBgn0014340	Bger_24569
FBgn0264693	Bger_10154
FBgn0002787	Bger_06118
FBgn0046247	Bger_00535
FBgn0260440	Bger_13293
FBgn0052813	Bger_02255
FBgn0263607	Bger_12361
FBgn0035473	Bger_13786
FBgn0267795	Bger_03603
FBgn0261802	Bger_17603
FBgn0029514	Bger_13364
FBgn0020764	Bger_09535
FBgn0035890	Bger_02968
FBgn0040805	Bger_05412
FBgn0039686	Bger_15204
FBgn0039227	Bger_02963
FBgn0262103	Bger_19023
FBgn0261439	Bger_13061
FBgn0038342	Bger_14168
FBgn0017448	Bger_02918
FBgn0030467	Bger_22249
FBgn0029912	Bger_17542
FBgn0040283	Bger_16887
FBgn0038436	Bger_00498
FBgn0035401	Bger_13114
FBgn0050022	Bger_21591
FBgn0024332	Bger_15595
FBgn0260862	Bger_08071
FBgn0035488	Bger_00740
FBgn0038874	Bger_24750
FBgn0003714	Bger_19890
FBgn0005558	Bger_08304
FBgn0015614	Bger_09228
FBgn0037796	Bger_25431
FBgn0032026	Bger_12880
FBgn0035251	Bger_07121
FBgn0032987	Bger_05602
FBgn0034135	Bger_17042
FBgn0029996	Bger_07604
FBgn0027784	Bger_25632
FBgn0040777	Bger_21878
FBgn0015218	Bger_00848
FBgn0033309	Bger_03135
FBgn0033050	Bger_00474
FBgn0032144	Bger_06530
FBgn0031069	Bger_04872
FBgn0027560	Bger_15546
FBgn0051864	Bger_14266
FBgn0033564	Bger_04165
FBgn0058006	Bger_18110
FBgn0020236	Bger_24015
FBgn0023216	Bger_13081
FBgn0036988	Bger_01220
FBgn0032818	Bger_07345
FBgn0039966	Bger_08227
FBgn0017545	Bger_21745
FBgn0003169	Bger_02266
FBgn0266409	Bger_09726
FBgn0065035	Bger_15515
FBgn0034688	Bger_21220
FBgn0037822	Bger_11751
FBgn0027057	Bger_06158
FBgn0034184	Bger_08679
FBgn0000036	Bger_21308
FBgn0035014	Bger_01608
FBgn0002563	Bger_01002
FBgn0036090	Bger_03951
FBgn0262617	Bger_01505
FBgn0013973	Bger_20577
FBgn0031640	Bger_14068
FBgn0040228	Bger_09068
FBgn0002121	Bger_12230
FBgn0034072	Bger_15074
FBgn0037350	Bger_11639
FBgn0040817	Bger_09951
FBgn0032859	Bger_13215
FBgn0036354	Bger_04077
FBgn0033656	Bger_02976
FBgn0035793	Bger_20397
FBgn0043070	Bger_21014
FBgn0011284	Bger_11921
FBgn0000606	Bger_18070
FBgn0019662	Bger_17359
FBgn0033246	Bger_06031
FBgn0029966	Bger_15481
FBgn0033627	Bger_23787
FBgn0032217	Bger_11174
FBgn0030610	Bger_26483
FBgn0033751	Bger_01632
FBgn0066114	Bger_21187
FBgn0052082	Bger_12123
FBgn0030354	Bger_05322
FBgn0014007	Bger_02741
FBgn0024956	Bger_14521
FBgn0037341	Bger_02352
FBgn0085425	Bger_00094
FBgn0265082	Bger_15155
FBgn0039601	Bger_23634
FBgn0032881	Bger_07298
FBgn0260444	Bger_10754
FBgn0035475	Bger_01788
FBgn0034364	Bger_19951
FBgn0036179	Bger_01222
FBgn0045476	Bger_14294
FBgn0262125	Bger_07753
FBgn0005278	Bger_04445
FBgn0031139	Bger_15197
FBgn0028686	Bger_16984
FBgn0039544	Bger_13128
FBgn0036781	Bger_25319
FBgn0039743	Bger_00737
FBgn0033528	Bger_10714
FBgn0027617	Bger_07563
FBgn0260795	Bger_19803
FBgn0005626	Bger_19824
FBgn0013753	Bger_06422
FBgn0036974	Bger_18459
FBgn0035164	Bger_09316
FBgn0039184	Bger_14889
FBgn0037633	Bger_28410
FBgn0039264	Bger_15107
FBgn0037645	Bger_23501
FBgn0041342	Bger_09555
FBgn0052418	Bger_12821
FBgn0023091	Bger_28303
FBgn0031611	Bger_03285
FBgn0030505	Bger_00044
FBgn0025186	Bger_15000
FBgn0266261	Bger_15526
FBgn0004867	Bger_10323
FBgn0261608	Bger_02712
FBgn0085421	Bger_07838
FBgn0039970	Bger_01989
FBgn0031545	Bger_08705
FBgn0260027	Bger_21782
FBgn0032799	Bger_25222
FBgn0085436	Bger_12255
FBgn0025635	Bger_11505
FBgn0010812	Bger_02277
FBgn0039697	Bger_09108
FBgn0033357	Bger_15605
FBgn0003016	Bger_22102
FBgn0032938	Bger_19872
FBgn0259736	Bger_04581
FBgn0014366	Bger_15594
FBgn0035268	Bger_04220
FBgn0031601	Bger_21284
FBgn0031571	Bger_05035
FBgn0030480	Bger_18364
FBgn0261284	Bger_05448
FBgn0037891	Bger_20745
FBgn0038576	Bger_13403
FBgn0000377	Bger_14171
FBgn0041709	Bger_12244
FBgn0036058	Bger_03784
FBgn0032884	Bger_11048
FBgn0003415	Bger_20854
FBgn0003076	Bger_06017
FBgn0036853	Bger_25636
FBgn0039152	Bger_21484
FBgn0036740	Bger_17169
FBgn0261526	Bger_25455
FBgn0035104	Bger_02781
FBgn0027836	Bger_09058
FBgn0035674	Bger_15624
FBgn0036454	Bger_17886
FBgn0003900	Bger_18823
FBgn0024179	Bger_01954
FBgn0032522	Bger_11056
FBgn0039223	Bger_04693
FBgn0037351	Bger_02974
FBgn0040383	Bger_23339
FBgn0029914	Bger_26729
FBgn0052062	Bger_22993
FBgn0012051	Bger_15470
FBgn0036958	Bger_10601
FBgn0030156	Bger_12065
FBgn0020399	Bger_17687
FBgn0267330	Bger_10313
FBgn0000490	decapentaplegic
FBgn0039201	Bger_09559
FBgn0053139	Bger_06592
FBgn0013987	Bger_06859
FBgn0053196	Bger_14844
FBgn0020912	Bger_12674
FBgn0051812	Bger_07559
FBgn0028700	Bger_04094
FBgn0000121	Bger_09082
FBgn0002922	Bger_18186
FBgn0052392	Bger_11521
FBgn0031044	Bger_24114
FBgn0031119	Bger_04880
FBgn0036857	Bger_06390
FBgn0036219	Bger_03936
FBgn0085512	Bger_00916
FBgn0037943	Bger_26806
FBgn0036980	Bger_26564
FBgn0025639	Bger_01880
FBgn0031633	Bger_14822
FBgn0034537	Bger_17586
FBgn0266452	Bger_06719
FBgn0087013	Bger_04906
FBgn0014009	Bger_19239
FBgn0032635	Bger_19971
FBgn0259935	Bger_24339
FBgn0266579	Bger_00115
FBgn0037231	Bger_22396
FBgn0025683	Bger_07588
FBgn0036829	Bger_14615
FBgn0030528	Bger_13402
FBgn0029830	Bger_16369
FBgn0014427	Bger_17187
FBgn0030699	Bger_06924
FBgn0261015	Bger_10100
FBgn0003068	Bger_02959
FBgn0038938	Bger_18633
FBgn0037141	Bger_00039
FBgn0027506	Bger_03863
FBgn0026080	Bger_09212
FBgn0085260	Bger_28176
FBgn0051086	Bger_08684
FBgn0024806	Bger_26166
FBgn0030968	Bger_12235
FBgn0033750	Bger_21188
FBgn0261986	Bger_13753
FBgn0035577	Bger_13901
FBgn0002716	Bger_00053
FBgn0037937	Bger_12135
FBgn0031760	Bger_27248
FBgn0038183	Bger_25384
FBgn0029891	Bger_00821
FBgn0260760	Bger_12673
FBgn0035480	Bger_10590
FBgn0039663	Bger_03519
FBgn0032753	Bger_14327
FBgn0051224	Bger_02200
FBgn0036150	Bger_14151
FBgn0086908	Bger_15725
FBgn0260639	Bger_11380
FBgn0036372	Bger_23908
FBgn0031081	Bger_03949
FBgn0037418	Bger_16945
FBgn0036476	Bger_13494
FBgn0026761	Bger_01600
FBgn0027550	Bger_04999
FBgn0262020	Bger_18703
FBgn0261698	Bger_17994
FBgn0002174	Bger_18048
FBgn0033187	Bger_21232
FBgn0260985	Bger_16450
FBgn0033911	Bger_27033
FBgn0030432	Bger_18361
FBgn0032343	Bger_17514
FBgn0039532	Bger_23755
FBgn0035414	Bger_07352
FBgn0039907	Bger_00777
FBgn0011672	Bger_08202
FBgn0034722	Bger_15640
FBgn0036004	Bger_00206
FBgn0031414	Bger_15614
FBgn0039830	Bger_16864
FBgn0085430	Bger_03900
FBgn0036038	Bger_21536
FBgn0036814	Bger_01699
FBgn0037801	Bger_01904
FBgn0029853	Bger_09057
FBgn0053172	Bger_04509
FBgn0004419	Bger_20201
FBgn0028499	Bger_12639
FBgn0032297	Bger_04998
FBgn0025681	Bger_01825
FBgn0041147	Bger_11653
FBgn0283478	Bger_12726
FBgn0243511	Bger_06409
FBgn0039379	Bger_22769
FBgn0259164	Bger_03352
FBgn0032077	Bger_01986
FBgn0027567	Bger_01356
FBgn0033401	Bger_16472
FBgn0023536	Bger_02001
FBgn0027951	Bger_10360
FBgn0283535	Bger_00928
FBgn0033741	Bger_07841
FBgn0010622	Bger_19797
FBgn0051041	Bger_27036
FBgn0036479	Bger_07517
FBgn0034564	Bger_01606
FBgn0029899	Bger_18356
FBgn0261872	Bger_16837
FBgn0035252	Bger_02388
FBgn0032191	Bger_21127
FBgn0261068	Bger_17873
FBgn0037955	Bger_16758
FBgn0032478	Bger_05182
FBgn0053303	Bger_06275
FBgn0029667	Bger_06095
FBgn0031945	Bger_05767
FBgn0025709	Bger_13376
FBgn0037664	Bger_00110
FBgn0020642	Bger_20614
FBgn0014028	Bger_01122
FBgn0037757	Bger_19685
FBgn0011676	Bger_14228
FBgn0264006	Bger_16529
FBgn0040319	Bger_13225
FBgn0038389	Bger_13804
FBgn0039360	Bger_09336
FBgn0033243	Bger_15076
FBgn0033480	Bger_11863
FBgn0002709	Bger_02368
FBgn0031188	Bger_15144
FBgn0082831	Bger_01640
FBgn0035056	Bger_15202
FBgn0040732	Bger_07579
FBgn0263593	Bger_21201
FBgn0086785	Bger_18047
FBgn0037330	Bger_10190
FBgn0031627	Bger_01614
FBgn0034242	Bger_16196
FBgn0015295	Bger_11037
FBgn0030478	Bger_08726
FBgn0259194	Bger_24920
FBgn0266186	Bger_21783
FBgn0052751	Bger_12081
FBgn0085377	Bger_13736
FBgn0039557	Bger_10481
FBgn0003274	Bger_09709
FBgn0037280	Bger_10003
FBgn0004584	Bger_03634
FBgn0036319	Bger_15027
FBgn0035798	Bger_19285
FBgn0038145	Bger_19424
FBgn0004896	Bger_07775
FBgn0038877	Bger_04564
FBgn0001325	Bger_01853
FBgn0037242	Bger_03992
FBgn0004049	Bger_04841
FBgn0031773	Bger_13251
FBgn0050115	Bger_09180
FBgn0032688	Bger_23042
FBgn0053147	Bger_16752
FBgn0038510	Bger_23016
FBgn0032833	Bger_21638
FBgn0029666	Bger_12499
FBgn0034372	Bger_21727
FBgn0005198	Bger_09893
FBgn0266666	Bger_02283
FBgn0020626	Bger_01970
FBgn0037685	Bger_24267
FBgn0013746	Bger_14001
FBgn0026148	Bger_16901
FBgn0004106	Bger_22113
FBgn0000042	Bger_01219
FBgn0027109	Bger_18631
FBgn0034879	Bger_14248
FBgn0039747	Bger_12773
FBgn0038363	Bger_24809
FBgn0032957	Bger_14512
FBgn0037544	Bger_05741
FBgn0038256	Bger_12672
FBgn0000454	Bger_22098
FBgn0037743	Bger_09816
FBgn0016726	Bger_09282
FBgn0027525	Bger_09437
FBgn0032399	Bger_16402
FBgn0033402	Bger_09614
FBgn0050053	Bger_00007
FBgn0010387	Bger_08547
FBgn0033017	Bger_16747
FBgn0033010	Bger_06801
FBgn0037428	Bger_17083
FBgn0038679	Bger_04558
FBgn0266724	Bger_08928
FBgn0259481	Bger_20277
FBgn0086358	Bger_07566
FBgn0040623	Bger_18643
FBgn0261403	Bger_05511
FBgn0002552	Bger_15636
FBgn0039109	Bger_19305
FBgn0016696	Bger_11277
FBgn0025549	Bger_00930
FBgn0033055	Bger_27305
FBgn0037783	Bger_22057
FBgn0029689	Bger_20898
FBgn0037670	Bger_05696
FBgn0039282	Bger_17252
FBgn0002069	Bger_21214
FBgn0034859	Bger_02458
FBgn0037756	Bger_21907
FBgn0035142	Bger_24770
FBgn0035838	Bger_06162
FBgn0031321	Bger_17827
FBgn0052121	Bger_15807
FBgn0051145	Bger_18475
FBgn0037175	Bger_18267
FBgn0031549	Bger_16138
FBgn0038220	Bger_00594
FBgn0033358	Bger_17095
FBgn0043010	Bger_05294
FBgn0031745	Bger_26151
FBgn0000253	Bger_19394
FBgn0017414	Bger_19444
FBgn0011723	Bger_17804
FBgn0014024	Bger_06406
FBgn0035243	Bger_13524
FBgn0015582	Bger_03167
FBgn0052177	Bger_05605
FBgn0085440	Bger_09456
FBgn0033762	Bger_03245
FBgn0024251	Bger_13085
FBgn0032053	Bger_11963
FBgn0003366	Bger_16319
FBgn0283494	Bger_03055
FBgn0003257	Bger_01223
FBgn0033961	Bger_04504
FBgn0033917	Bger_10642
FBgn0015721	Bger_11338
FBgn0010265	Bger_09497
FBgn0261283	Bger_16229
FBgn0040827	Bger_04360
FBgn0002354	Bger_05005
FBgn0010341	Bger_09087
FBgn0033566	Bger_09231
FBgn0086254	Bger_04580
FBgn0032783	Bger_14553
FBgn0000416	Bger_12679
FBgn0267435	Bger_09407
FBgn0037849	Bger_05466
FBgn0039765	Bger_07940
FBgn0261243	Bger_04250
FBgn0037636	Bger_21764
FBgn0031428	Bger_17762
FBgn0262123	Bger_14584
FBgn0031536	Bger_03327
FBgn0034281	Bger_23430
FBgn0040394	Bger_18648
FBgn0037777	Bger_01743
FBgn0040207	Bger_08965
FBgn0031030	Bger_22341
FBgn0262116	Bger_01635
FBgn0035917	Bger_08696
FBgn0042092	Bger_22271
FBgn0040339	Bger_05714
FBgn0033450	Bger_23262
FBgn0261479	Bger_17009
FBgn0014002	Bger_05921
FBgn0033783	Bger_14494
FBgn0037200	Bger_11484
FBgn0016126	Bger_19315
FBgn0031078	Bger_00218
FBgn0037875	Bger_12870
FBgn0029134	Bger_06843
FBgn0261850	Bger_04164
FBgn0033781	Bger_11644
FBgn0032453	Bger_10945
FBgn0035959	Bger_03960
FBgn0261561	Bger_09812
FBgn0038926	Bger_24127
FBgn0051445	Bger_04710
FBgn0038453	Bger_01811
FBgn0040918	Bger_15603
FBgn0086605	Bger_26576
FBgn0034750	Bger_18768
FBgn0037779	Bger_23901
FBgn0033391	Bger_12957
FBgn0027570	Bger_02415
FBgn0003206	Bger_00921
FBgn0000618	Bger_08379
FBgn0034231	Bger_02563
FBgn0051719	Bger_25906
FBgn0031275	Bger_02179
FBgn0028582	Bger_20697
FBgn0032120	Bger_17592
FBgn0040793	Bger_22668
FBgn0261262	Bger_03754
FBgn0028426	Bger_22511
FBgn0038017	Bger_03691
FBgn0030259	Bger_16547
FBgn0030735	Bger_00853
FBgn0039928	Bger_15844
FBgn0086677	Bger_23470
FBgn0034792	Bger_00920
FBgn0262111	Bger_05256
FBgn0038986	Bger_27482
FBgn0030234	Bger_16388
FBgn0038531	Bger_07239
FBgn0039555	Bger_06423
FBgn0016054	Bger_17811
FBgn0033652	Bger_09324
FBgn0034789	Bger_03143
FBgn0027948	Bger_16415
FBgn0032447	Bger_15030
FBgn0037138	Bger_03771
FBgn0032709	Bger_25458
FBgn0038579	Bger_24239
FBgn0250838	Bger_00126
FBgn0016917	Bger_06093
FBgn0011236	Bger_23824
FBgn0266670	Bger_12928
FBgn0039867	Bger_11624
FBgn0030711	Bger_23035
FBgn0023388	Bger_14762
FBgn0261245	Bger_16392
FBgn0024150	Bger_04783
FBgn0039774	Bger_16259
FBgn0025286	Bger_02566
FBgn0040773	Bger_01107
FBgn0040007	Bger_06902
FBgn0038300	Bger_03121
FBgn0003941	Bger_24638
FBgn0036896	Bger_08925
FBgn0028481	Bger_17934
FBgn0032016	Bger_07815
FBgn0037236	Bger_01896
FBgn0033000	Bger_05521
FBgn0035688	Bger_17102
FBgn0000308	Bger_14511
FBgn0036146	Bger_20986
FBgn0025740	Bger_13440
FBgn0028467	Bger_04672
FBgn0022382	Bger_08530
FBgn0037816	Bger_19791
FBgn0034433	Bger_20259
FBgn0011642	Bger_18660
FBgn0036994	Bger_02000
FBgn0010235	Bger_11117
FBgn0030093	Bger_18236
FBgn0033054	Bger_05293
FBgn0064766	Bger_14642
FBgn0032595	Bger_07561
FBgn0031099	Bger_00948
FBgn0053182	Bger_09263
FBgn0038578	Bger_15533
FBgn0038420	Bger_08604
FBgn0010406	Bger_07447
FBgn0026199	Bger_15600
FBgn0031060	Bger_21997
FBgn0037607	Bger_15649
FBgn0003475	Bger_24304
FBgn0034731	Bger_24574
FBgn0086359	Bger_27297
FBgn0034181	Bger_23738
FBgn0000318	Bger_02399
FBgn0033494	Bger_11411
FBgn0035270	Bger_16730
FBgn0033734	Bger_19585
FBgn0003149	Bger_00252
FBgn0038964	Bger_08166
FBgn0039756	Bger_04049
FBgn0038830	Bger_06091
FBgn0010435	Bger_06018
FBgn0265416	Bger_07325
FBgn0263740	Bger_03830
FBgn0015773	Bger_00285
FBgn0036486	Bger_01554
FBgn0022338	Bger_16212
FBgn0004456	Bger_24119
FBgn0000140	Bger_18716
FBgn0031209	Bger_02043
FBgn0037637	Bger_07827
FBgn0024291	Bger_01051
FBgn0052698	Bger_18749
FBgn0002775	Bger_13803
FBgn0262619	Bger_20727
FBgn0261381	Bger_07779
FBgn0263120	Bger_17518
FBgn0035639	Bger_03631
FBgn0001149	Bger_26681
FBgn0020255	Bger_07470
FBgn0034503	Bger_01940
FBgn0037492	Bger_24821
FBgn0024998	Bger_03785
FBgn0035537	Bger_14507
FBgn0035416	Bger_18505
FBgn0039068	Bger_02818
FBgn0037022	Bger_15703
FBgn0037063	Bger_22387
FBgn0032451	Bger_03161
FBgn0005649	Bger_21451
FBgn0034909	Bger_27611
FBgn0035934	Bger_00266
FBgn0002941	Bger_14990
FBgn0266518	Bger_03435
FBgn0029992	Bger_16486
FBgn0004636	Bger_03869
FBgn0044511	Bger_17633
FBgn0039260	Bger_21207
FBgn0020392	Bger_12143
FBgn0041775	Bger_05944
FBgn0030343	Bger_07006
FBgn0041102	Bger_26895
FBgn0026749	Bger_15930
FBgn0030309	Bger_16389
FBgn0031759	Bger_06256
FBgn0020497	Bger_03876
FBgn0044871	Bger_05350
FBgn0035046	Bger_11194
FBgn0052626	Bger_12816
FBgn0265610	Bger_07021
FBgn0038053	Bger_08485
FBgn0037024	Bger_24909
FBgn0026375	Bger_01446
FBgn0037573	Bger_10358
FBgn0040634	Bger_18650
FBgn0266582	Bger_06454
FBgn0033339	Bger_10647
FBgn0042083	Bger_06698
FBgn0030434	Bger_16153
FBgn0052666	Bger_25840
FBgn0260456	Bger_11332
FBgn0025725	Bger_13775
FBgn0250851	Bger_16179
FBgn0283442	Bger_04096
FBgn0001565	Bger_15117
FBgn0283509	Bger_18858
FBgn0031851	Bger_17644
FBgn0053688	Bger_14660
FBgn0039030	Bger_13101
FBgn0036684	Bger_14352
FBgn0261613	Bger_17786
FBgn0259212	Bger_07116
FBgn0265512	Bger_21595
FBgn0013342	Bger_11386
FBgn0026090	Bger_07520
FBgn0004055	Bger_13243
FBgn0027532	Bger_23935
FBgn0035089	Bger_25411
FBgn0037345	Bger_06715
FBgn0038683	Bger_15932
FBgn0016070	Bger_10865
FBgn0033931	Bger_03230
FBgn0004587	Bger_02263
FBgn0031885	Bger_07666
FBgn0039932	Bger_25345
FBgn0013305	Bger_16189
FBgn0262473	Bger_03741
FBgn0036848	Bger_10030
FBgn0035812	Bger_19385
FBgn0036688	Bger_09826
FBgn0032231	Bger_10950
